user_id,youtube_username,picture_url,scenes_id,scenes_name,video_schedule_id,video_published_id,video_title,twitter_response_id,facebook_response,fb_like,tw_like,yt_like,total_likes,fb_view,yt_view,total_view,fb_numeric_id,twitter_numeric_id
9,"dev ahmed",https://lh3.googleusercontent.com/-XdUIqdMkCWA/AAAAAAAAAAI/AAAAAAAAAAA/4252rscbv5M/photo.jpg,2,"second scenes",73,_G1MLm5ha0I,"this is first video",,,,,,0,,,0,113478145898464,865171357801172992
9,"dev ahmed",https://lh3.googleusercontent.com/-XdUIqdMkCWA/AAAAAAAAAAI/AAAAAAAAAAA/4252rscbv5M/photo.jpg,2,"second scenes",46,UhH4oANRiXc,test1,902464323548733450,125778138001798,,,,0,,,0,113478145898464,865171357801172992
,,,2,"second scenes",31,hCdjF9jgtj4,"Video App Tutorial",,,,,0,0,,1,1,,842075363765301261
12,"HAFEEZ UR RAHMAN KHAN",https://lh5.googleusercontent.com/--AQqrafW_R8/AAAAAAAAAAI/AAAAAAAAADw/Heq_FF2hV14/photo.jpg,2,"second scenes",13,U87znXDJU6A,Test,,,,,,0,,,0,,
9,"dev ahmed",https://lh3.googleusercontent.com/-XdUIqdMkCWA/AAAAAAAAAAI/AAAAAAAAAAA/4252rscbv5M/photo.jpg,2,"second scenes",50,cyYnbM_VHj0,Tes1,902464323548733468,125802477999364,,,,0,,,0,113478145898464,865171357801172992
,,,2,"second scenes",33,0aQB9sbJwio,"Facebook Test Upload",,,,,0,0,,1,1,,842075363765301261
9,"dev ahmed",https://lh3.googleusercontent.com/-XdUIqdMkCWA/AAAAAAAAAAI/AAAAAAAAAAA/4252rscbv5M/photo.jpg,2,"second scenes",16,EPT_VgJ7eRs,Test,,,,,,0,,,0,113478145898464,865171357801172992
9,"dev ahmed",https://lh3.googleusercontent.com/-XdUIqdMkCWA/AAAAAAAAAAI/AAAAAAAAAAA/4252rscbv5M/photo.jpg,2,"second scenes",18,snxp1D8POMI,Test,,119715135274765,,,,0,,,0,113478145898464,865171357801172992
,,,2,"second scenes",20,NhG_8u5zvTA,"Hindi Medium - Sample",,,,,0,0,,0,0,,
,,,2,"second scenes",2,lZctOxY3yvs,,,,,,,0,,,0,1517171801687834,171396247
7,"Dave Room (Melia's Papa)",https://lh4.googleusercontent.com/-L1fRKa-f-lE/AAAAAAAAAAI/AAAAAAAAB6U/IeHIrqy9ic4/photo.jpg,2,"second scenes",58,bMI-1BK9xjk,"My video test",,,,,,0,,,0,10155325996319225,269860573
21,"Mohammad Rashid",https://lh3.googleusercontent.com/-XdUIqdMkCWA/AAAAAAAAAAI/AAAAAAAAAAA/4252rscbv5M/photo.jpg,2,"second scenes",39,H9ENOccLWqw,"Tutorial 1",,,,,,0,,,0,249787742156853,842075363765301261
18,"AHIC Karhal",https://lh3.googleusercontent.com/-XdUIqdMkCWA/AAAAAAAAAAI/AAAAAAAAAAA/4252rscbv5M/photo.jpg,2,"second scenes",24,Tdp4I8-bRL8,browsed,,,,,0,0,,0,0,,
7,"Dave Room (Melia's Papa)",https://lh4.googleusercontent.com/-L1fRKa-f-lE/AAAAAAAAAAI/AAAAAAAAB6U/IeHIrqy9ic4/photo.jpg,2,"second scenes",4,QFISLolVQa4,,,,,,,0,,,0,10155325996319225,269860573
10,"Chase Manar-Spears",https://lh3.googleusercontent.com/-pSBJFBvPHfY/AAAAAAAAAAI/AAAAAAAAA7w/ItCDKN_Sxis/photo.jpg,2,"second scenes",60,wZyXv-lFzzc,GroupName_Location_CDCSubmission,,,,,,0,,,0,1291767840872469,130880811
9,"dev ahmed",https://lh3.googleusercontent.com/-XdUIqdMkCWA/AAAAAAAAAAI/AAAAAAAAAAA/4252rscbv5M/photo.jpg,2,"second scenes",41,EM4wcPkC6eg,test,,,,,,0,,,0,113478145898464,865171357801172992
9,"dev ahmed",https://lh3.googleusercontent.com/-XdUIqdMkCWA/AAAAAAAAAAI/AAAAAAAAAAA/4252rscbv5M/photo.jpg,2,"second scenes",26,QK6UVf_nOp4,test,,,,,,0,,,0,113478145898464,865171357801172992
9,"dev ahmed",https://lh3.googleusercontent.com/-XdUIqdMkCWA/AAAAAAAAAAI/AAAAAAAAAAA/4252rscbv5M/photo.jpg,2,"second scenes",43,Wz0wY0bfINc,test3,,125285618051050,,,,0,,,0,113478145898464,865171357801172992
9,"dev ahmed",https://lh3.googleusercontent.com/-XdUIqdMkCWA/AAAAAAAAAAI/AAAAAAAAAAA/4252rscbv5M/photo.jpg,2,"second scenes",28,W5pAzDaHfOE,Test,,,,,,0,,,0,113478145898464,865171357801172992
9,"dev ahmed",https://lh3.googleusercontent.com/-XdUIqdMkCWA/AAAAAAAAAAI/AAAAAAAAAAA/4252rscbv5M/photo.jpg,2,"second scenes",10,Xb7uTs65xIk,test,,,,,,0,,,0,113478145898464,865171357801172992
9,"dev ahmed",https://lh3.googleusercontent.com/-XdUIqdMkCWA/AAAAAAAAAAI/AAAAAAAAAAA/4252rscbv5M/photo.jpg,2,"second scenes",69,cvfZp01pCRs,"my first video",,,,,,0,,,0,113478145898464,865171357801172992
23,"Rashid Alig",https://lh4.googleusercontent.com/-amT6QxvgaJ0/AAAAAAAAAAI/AAAAAAAABt4/u-4eJZirlaI/photo.jpg,2,"second scenes",45,iK1ENde8MG4,"Linux Firefox Test",,,,,,0,,,0,10210662038481480,4339234994
,,,2,"second scenes",30,iXyXbkIRHhg,"Recipe Video",,,,,0,0,,0,0,,842075363765301261
11,"Rashid Alig",https://lh3.googleusercontent.com/-_lMlPf9qOBs/AAAAAAAAAAI/AAAAAAAAAFg/bdU5HjaaJIk/photo.jpg,2,"second scenes",12,hNjWfTwJVnA,Hello,,,,,0,0,,2,2,10210662038481480,842075363765301261
9,"dev ahmed",https://lh3.googleusercontent.com/-XdUIqdMkCWA/AAAAAAAAAAI/AAAAAAAAAAA/4252rscbv5M/photo.jpg,2,"second scenes",48,mZSe-BAS3B8,test,902464323548733455,125792658000346,,,,0,,,0,113478145898464,865171357801172992
,,,2,"second scenes",32,YZ7IhCTA_L0,"Test with Cron",,,,,0,0,,1,1,,842075363765301261
12,"HAFEEZ UR RAHMAN KHAN",https://lh5.googleusercontent.com/--AQqrafW_R8/AAAAAAAAAAI/AAAAAAAAADw/Heq_FF2hV14/photo.jpg,2,"second scenes",14,BXawVh7TIk4,Test,,,,,,0,,,0,,
9,"dev ahmed",https://lh3.googleusercontent.com/-XdUIqdMkCWA/AAAAAAAAAAI/AAAAAAAAAAA/4252rscbv5M/photo.jpg,2,"second scenes",52,UIZPFPjn_vI,Test,902464323548733496,125804237999188,,,,0,,,0,113478145898464,865171357801172992
9,"dev ahmed",https://lh3.googleusercontent.com/-XdUIqdMkCWA/AAAAAAAAAAI/AAAAAAAAAAA/4252rscbv5M/photo.jpg,2,"second scenes",17,TgSwyh7Z9G0,Test,,,,,,0,,,0,113478145898464,865171357801172992
10,"Chase Manar-Spears",https://lh3.googleusercontent.com/-pSBJFBvPHfY/AAAAAAAAAAI/AAAAAAAAA7w/ItCDKN_Sxis/photo.jpg,2,"second scenes",55,2iCixIrk6GM,chase_test_3,902464323548783441,,,,,0,,,0,1291767840872469,130880811
,,,2,"second scenes",36,2KlZT_hEDEg,"Facebook & Youtube Upload",,,,,0,0,,1,1,,842075363765301261
9,"dev ahmed",https://lh3.googleusercontent.com/-XdUIqdMkCWA/AAAAAAAAAAI/AAAAAAAAAAA/4252rscbv5M/photo.jpg,2,"second scenes",19,LKXPIQaNnEw,Test,,119715645274714,,,,0,,,0,113478145898464,865171357801172992
21,"Mohammad Rashid",https://lh3.googleusercontent.com/-XdUIqdMkCWA/AAAAAAAAAAI/AAAAAAAAAAA/4252rscbv5M/photo.jpg,2,"second scenes",57,BBB276MwSgQ,"My first video",,,,,0,0,,2,2,249787742156853,842075363765301261
,,,2,"second scenes",38,LNSFM9cTsfE,"Facebook and Twitter update",,,,,0,0,,1,1,,842075363765301261
18,"AHIC Karhal",https://lh3.googleusercontent.com/-XdUIqdMkCWA/AAAAAAAAAAI/AAAAAAAAAAA/4252rscbv5M/photo.jpg,2,"second scenes",23,LiG4wb52feI,12333,,,,,0,0,,0,0,,
,,,2,"second scenes",3,LLulAW7qS0s,,,,,,,0,,,0,,
7,"Dave Room (Melia's Papa)",https://lh4.googleusercontent.com/-L1fRKa-f-lE/AAAAAAAAAAI/AAAAAAAAB6U/IeHIrqy9ic4/photo.jpg,2,"second scenes",59,198p3VSJV_8,"Test FB app",,10155514401704225,,,,0,,,0,10155325996319225,269860573
22,"Naman Bansal",https://lh3.googleusercontent.com/-XdUIqdMkCWA/AAAAAAAAAAI/AAAAAAAAAAA/4252rscbv5M/photo.jpg,2,"second scenes",40,UqCxACfbL94,1234,,,,,0,0,,1,1,,842075363765301261
9,"dev ahmed",https://lh3.googleusercontent.com/-XdUIqdMkCWA/AAAAAAAAAAI/AAAAAAAAAAA/4252rscbv5M/photo.jpg,2,"second scenes",25,i3xL2iPAW7Q,Test,,,,,,0,,,0,113478145898464,865171357801172992
9,"dev ahmed",https://lh3.googleusercontent.com/-XdUIqdMkCWA/AAAAAAAAAAI/AAAAAAAAAAA/4252rscbv5M/photo.jpg,2,"second scenes",5,NoSPmBYwOSk,,,113820889197523,,,,0,,,0,113478145898464,865171357801172992
9,"dev ahmed",https://lh3.googleusercontent.com/-XdUIqdMkCWA/AAAAAAAAAAI/AAAAAAAAAAA/4252rscbv5M/photo.jpg,2,"second scenes",61,64pbokNYuOA,test,902464323548739841,152246965354915,,,,0,,,0,113478145898464,865171357801172992
