user_id,youtube_username,picture_url,scenes_id,scenes_name,video_schedule_id,video_published_id,video_title,twitter_response_id,facebook_response,fb_like,tw_like,yt_like,total_likes,fb_view,yt_view,total_view,fb_numeric_id,twitter_numeric_id
9,"देव ahmed",https://lh3.googleusercontent.com/-XdUIqdMkCWA/AAAAAAAAAAI/AAAAAAAAAAA/4252rscbv5M/photo.jpg,5,"Dance with Pacha",2,sxJTikQOq8k,"देव - City, Country | Dance with Pacha #ConnectedDanceChallenge",,,,,,0,,,0,155938808319064,865171357801172992
9,"देव ahmed",https://lh3.googleusercontent.com/-XdUIqdMkCWA/AAAAAAAAAAI/AAAAAAAAAAA/4252rscbv5M/photo.jpg,5,"Dance with Pacha",1,60zGpwkosEs,"देव - City, Country | Dance with Pacha #ConnectedDanceChallenge",,,,,,0,,,0,155938808319064,865171357801172992
